site_id,nom_site,commune,departement,pays,type_site,longitude,latitude,x_l93,y_l93,periode,sous_periode,datation_debut,datation_fin,confiance,source,description,bibliographie
CAG68_ensisheim_e0d67d50,forêt de la Thur,Ensisheim,68,FR,NECROPOLE,,,,,LA_TENE,,-450,-25,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"27* (005 AP) - A l’emplacement actuel du Lotissement E.D.F.,  G.  Mathieu  a
pu observer en 1980, avant destruction totale, de  nombreux  vestiges  datés
de La Tène finale. Il s’agit principalement de 3 fosses qui contenaient  une
grande quantité de céramique peinte (fig. 73). 6  ont également été  repérés
et peut-être 2 fosses pouvant être interprétées comme 2 fours de potier.  La
céramique recueillie est de qualité exceptionnelle. L’ensemble  date  de  La
Tène D. Une aire aménagée d’époque romaine, formée d’un lit de  graviers  et
de  matériaux  romains  divers  a  été  localisée  non   loin   des   fosses
laténiennes. Il n’a pas été possible d’en donner une  interprétation.  Musée
de la Régence, Ensisheim :  Gallia,  1982,  p. 349 ;  - G.  Mathieu,  1988a,
p. 9 ; - J.-J. Wolf, 1989c,  p. 98-100 ;  1995a,  p. 131,  fig. 14,  p. 136,
fig. 7.

28* Au lieu-dit forêt de la Thur, en 1975, G. Mathieu note la présence  d’un
site romain très dense. Le cours d’eau appelé  la  Thur  divague  énormément
d’une année à l’autre et ronge un site romain depuis  le  début  des  années
70. Les découvertes concernent plus  particulièrement  une  série  de  .  Un
premier puits (n° 1) avait été signalé  en  1976 ;  son  cuvelage  carré  en
madriers de chêne était encore conservé sur  1,54 m  de  hauteur.  En  1980-
1981, 3 autres puits on été mis au jour. Le puits n° 2  est  constitué  d’un
enchemisement carré réalisé à l’aide de pierres de grès et de  calcaire  qui
repose sur un madrier de chêne carré. Les  céramiques  recueillies  dans  le
remplissage (jattes, cruches et écuelles) datent du  milieu  du  Ier  siècle
apr. J.-C. Le puits n° 3 avait un enchemisement  circulaire  de  pierres  de
grès et reposait sur un cuvelage carré de 0,80 m de côté. Le  conduit  était
encore conservé sur une hauteur de 1,60 m. Le  matériel  recueilli  dans  la
structure date des IIIe-IVe siècles  apr.  J.-C.  L’enchemisement  du  puits
n° 4 n’était plus conservé. Il ne restait plus que le cuvelage  carré  (0,60
x 0,80 m de côté). G. Mathieu constate également une  différence  de  niveau
du fond des puits importante entre  les  différentes  structures,  peut-être
due à une forte variation de la nappe phréatique.
Ce site romain peut être considéré comme  une  agglomération  secondaire  de
première importance. En effet, l’établissement est très étendu :  on  trouve
beaucoup de vestiges romains sur les communes  de  Ungersheim  (cf.  n° 343,
Thurwald) et de Pulversheim  (cf.  n° 258,  Nord).  Ce  site  romain,  connu
depuis le siècle dernier, n’a  pas  su  éveiller  l’intérêt  qu’il  méritait
jusqu'à récemment. L’évaluation de son importance  pendant  l’Antiquité  est
difficile. Des fouilles nous  renseigneraient  davantage.  Nous  connaissons
non loin de là, à une dizaine de kilomètres au  sud-ouest  d’Ensisheim,  une
agglomération secondaire  des  Ier-IVe  siècles  apr.  J.-C.  à  Wittelsheim
(n° 375).  Une  voie  antique  relierait  les   deux   agglomérations   (cf.
Pulversheim). Musée  de  la  Régence,  Ensisheim :  P.  Stintzi,  1949-1951,
p. 12 ; - L.-G. Werner,  1950-1951,  p. 28 ;  - Gallia,  1982,  p. 349-350 ;
- G. Mathieu, 1988a.

29* Un tronçon de voie antique a été signalé  près  du  cimetière  par  F.X.
Kraus en 1884. D’après  lui,  elle  se  dirigerait  vers  Pulversheim.  Nous
n’avons malheureusement pas plus de  détails  sur  cette  découverte :  F.X.
Kraus, 1884, p. 17.

30* La seule voie romaine assurée à Ensisheim est la voie de  l’Ill  reliant
Arialbinum à Argentorate. Cette route se trouve actuellement sous la  D  201
et, à partir du lieu-dit Les Octrois, quitte la départementale  et  continue
tout droit vers Biesheim, Oedenburg (n° 036).

31* Les notices qui  suivent  font  état  de  découvertes  d’époque  romaine
relatives à cette agglomération. Elles délimitent  probablement  l’extension
maximale de la localité dont  le  centre  se  trouvait  vraisemblablement  à
Ungersheim, Thurwald (n° 343).",
CAG68_ensisheim_467c2913,"32* (009 AH) - A l’est du Moulin d’Adolsheim, en 1987, G. Mathieu signale la présence de tessons romains. Musée",Ensisheim,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"32* (009 AH) - A l’est du Moulin d’Adolsheim, en 1987,  G.  Mathieu  signale
la  présence  de  tessons  romains.  Musée  de   la   Régence,   Ensisheim :
Prospection au sol G. Mathieu. Information C.A.H.R.",
CAG68_ensisheim_f8c27292,Auf den Kanal und die Battenheimer,Ensisheim,68,FR,,,,,,GALLO_ROMAIN,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"33* (001 AP, 003 AH) - Au  lieu-dit  Auf  den  Kanal  und  die  Battenheimer
Strasse, en 1987, R. Schweitzer mentionne la découverte  d’un  site  romain.
Des prospections entreprises par I. Schuster et M. Zehner en  1995  et  1996
ont permis de dater le site de la seconde moitié du Ier siècle-début du  IIe
siècle apr. J.-C. Musée de la Régence, Ensisheim :  Prospection  au  sol  R.
Schweitzer, 1987 ; - Prospection au sol I.  Schuster  et  M.  Zehner,  1995-
1996.",
CAG68_ensisheim_b74560cd,Belle-Ile,Ensisheim,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"34* (011 AH) - Au lieu-dit Belle-Ile, en 1987, G. Mathieu note  la  présence
de tessons romains. Musée de la Régence, Ensisheim : Prospection au  sol  G.
Mathieu. Information C.A.H.R.",
CAG68_ensisheim_c5a4c2c4,Breitfeld,Ensisheim,68,FR,,,,,,GALLO_ROMAIN,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"35* (010 AH) - Au lieu-dit Breitfeld, G. Mathieu signale  la  présence  d’un
site romain.  Musée  de  la  Régence,  Ensisheim :  Prospection  au  sol  G.
Mathieu. Information C.A.H.R.",
CAG68_ensisheim_c014784e,"36* (021 AH) - Entre la rue du Dr Schweitzer et la RN 422, en 1968, R. Schweitzer a découvert un site romain : Pro",Ensisheim,68,FR,,,,,,GALLO_ROMAIN,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"36* (021 AH) - Entre la rue du Dr Schweitzer  et  la  RN 422,  en  1968,  R.
Schweitzer a découvert un site romain : Prospection au  sol  R.  Schweitzer.
Information C.A.H.R.",
CAG68_ensisheim_10328d2b,Ruschfeld,Ensisheim,68,FR,NECROPOLE,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"37* (015 AH) - Au lieu-dit Ruschfeld, en 1988, G. Mathieu note  la  présence
de tessons romains. Musée de la Régence, Ensisheim : Prospection au  sol  G.
Mathieu. Information C.A.H.R.

38* Au nord de la localité,  à  l’occasion  du  creusement  d’une  cave,  R.
Schweitzer a relevé les traces d’une nécropole qu’il date du Bas-Empire.  Il
s’agit d’un squelette d’enfant associé à quelques  tessons.  Cette  tombe  a
été creusée à proximité des vestiges d’un bâtiment  romain :  Gallia,  1972,
p. 386.",
CAG68_ensisheim_46a01071,Les Octrois,Ensisheim,68,FR,NECROPOLE,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"39* (001 AP, 001 AH) - Au lieu-dit Les Octrois,  J.  et  R.  Schweitzer  ont
entrepris  des  fouilles  de  sauvetage  lors  du  réaménagement  de  serres
municipales en 1977 et en 1984. Les deux dernières campagnes datent de  1995
et 1996 et ont été dirigées par Chr. Jeunesse. L’habitat du haut  Moyen  Age
est constitué principalement de   rectangulaires.  A  ce  jour,  41  de  ces
structures ont été fouillées (fig. 74). Elles ont  des  dimensions  moyennes
de 3,30 m x 2,40 m et ne dépassent pas 1 m sous  le  sol  actuel.  Plusieurs
modes de construction ont été signalés :  les  maisons-fosses  trapézoïdales
ou  rectangulaires  à  4  poteaux  cylindriques  situés  dans   les   angles
(fig. 75) ; des structures rectangulaires à 2  poteaux  cylindriques  situés
au milieu des petits côtés ; des structures  rectangulaires  à  6  trous  de
poteaux cylindriques, 4 dans les angles et 2 dans le milieu du  petit  côté,
ces derniers mordant légèrement dans la  paroi.  Certaines  de  ces  cabanes
étaient pourvues de  ou de silo. L’une d’entre elles  semblait  contenir  un
four de potier (?). Les cabanes sont pauvres en matériel  (fig.  76).  Trois
phases ont pu être déterminées  par  J.  Schweitzer :  une  première  phase,
représentée par 5 cabanes, daterait du VIIIe siècle, en comparaison avec  le
site de Riedisheim, Leibersheim (cf. n° 271).  La  plus  grande  partie  des
cabanes appartiendraient au IXe siècle et  la  destruction  finale  du  site
s’établirait au Xe siècle. Les restes d’un chemin matérialisé par un  damage
de gravier, ont  été  repérés  à  travers  l’agglomération ;  il  menait  au
ruisseau  Quatelbach.  5  tombes  (inhumations  en  pleine  terre)  ont  été
découvertes en bordure de  ce  chemin.  Musée  de  la  Régence,  Ensisheim :
Gallia, 1978, p. 358 ; - R. Schweitzer, 1978 ; - J. Schweitzer, 1984, p. 39-
51, 131-141 ; - M. Châtelet, 1997, p. 89-95, n° 107.",
CAG68_ensisheim_1f3271f8,Am Delly,Ensisheim,68,FR,,,,,,MEROVINGIEN,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"40* (014 AH) - Au lieu-dit Am Delly, actuellement lotissement  Saint-Martin,
G. Mathieu signale la présence de  tessons  mérovingiens.  Il  s’agit  d’une
probable extension du site mérovingien et carolingien des Octrois. Musée  de
la Régence, Ensisheim : Prospection au sol G. Mathieu.",
CAG68_ensisheim_64d4d06e,"41* (023 AH) - A proximité de la rue de Réguisheim, M. Roth a découvert fortuitement une monnaie en or mérovingi",Ensisheim,68,FR,,,,,,MEROVINGIEN,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"41* (023 AH) - A proximité de la rue de  Réguisheim,  M.  Roth  a  découvert
fortuitement une monnaie  en  or  mérovingienne  supposée  frappée  par  des
orfèvres venus de Marseille, résidant à Châlons-sur-Saône,  qui  portait  la
légende suivante : CABILONUM. On suppose que cette monnaie a pu circuler  de
585 à 620 : Information C.A.H.R.",
CAG68_eschentzwiller_c0c775b8,Im Brang,Eschentzwiller,68,FR,HABITAT,,,,,HALLSTATT_LA_TENE,Ha C,-800,-620,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(005 AP) - Au lieu-dit Im Brang,  découverte  d’un  fosse  datée  du  Bronze
final-Hallstatt C par Chr. Voegtlin :  Prospection  au  sol  Chr.  Voegtlin.
Information C.A.H.R.

Au lieu-dit Holzried, découverte en  1973  d’une  fosse  datée  de  l’époque
hallstattienne  par  Chr.  Voegtlin :  Prospection  au  sol  Chr.  Voegtlin.
Information C.A.H.R.","Le Musée Historique de Mulhouse possède un fragment de céramique daté de  La
Tène finale découvert dans la commune en 1963 : P. Schmitt, 1972, p. 80."
CAG68_eschentzwiller_4e16105b,Gilsberg Salenwinden,Eschentzwiller,68,FR,HABITAT,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(003 AH) - Au lieu-dit Gilsberg Salenwinden, des fragments de tegulæ  et  de
céramique commune romaine ont été découverts par  J.-J.  Wolf.  Ce  site  se
prolonge sur la commune de Habsheim au lieu-dit Ruisseau Weyerbach.  Il  est
probable que cet établissement était une annexe  de  la  villa  de  Habsheim
(cf. Habsheim, n° 118, Landserer Weg et ruisseau  Weyerbach) :  J.-J.  Wolf,
B. Viroulet, 1993, p. 99, n° 16, fig. 1, n° 16.",
CAG68_eschentzwiller_bbad9f58,Mittlere Muehle,Eschentzwiller,68,FR,NECROPOLE,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(006 AH) - Au lieu-dit Mittlere Muehle,  en  1820,  E.  Knopf  et  R.  Biéry
rapportent la découverte de 16 sépultures, dont l’une  était  .  A  côté  du
défunt gisaient  (?) : P. Schmitt, 1972, p. 80.",
CAG68_eschentzwiller_77722203,Brandstätte,Eschentzwiller,68,FR,NECROPOLE,,,,,HALLSTATT,,-800,-450,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(001  AH)  -  Au  lieu-dit  Brandstätte,  en  1976,  une  série  de   fosses
hallstattiennes a été mise au jour par J.-J. Wolf ainsi  qu’un  fossé  d’âge
indéterminé à proximité d’une nécropole mérovingienne  fortuitement par  Ph.
Riedlinger. Dans les années 50, 4 sépultures avaient déjà été mises au  jour
au lieu-dit Branstatt (aujourd’hui Brandstätte), squelettes avaient la  tête
tournée vers l’est, l’un vers l’ouest . C’est en  1970  que  Ph.  Riedlinger
découvre une sépulture masculine contenant 1 épée, 1 poignard, 1  boucle  de
baudrier en fer ; puis une sépulture féminine accompagnée  d’un  vase,  d’un
peigne en os, de bijoux en fer et d’un collier de perles de terre cuite.
A la suite de cette découverte, une fouille a été réalisée par  l’équipe  du
C.R.A.S. de  1970  à  1976 ;  28  tombes  ont  été  dégagées  (fig. 77).  Le
cimetière suivait  un  axe  nord/nord-est  à  sud/sud-ouest.  Les  têtes  se
trouvaient  à  l’ouest.  Les  sépultures  en  pleine  terre  sont  les  plus
fréquentes. Les tombes 2 et 6 contenaient des clous en  fer  qui  pourraient
témoigner de l’existence de cercueils en bois. Les tombes en dalles sont  au
nombre de 2. On constate  la  présence  d’une  tombe  double  et  de  tombes
jumelées.  12  tombes  ont  été  pillées,  certainement  déjà   à   l’époque
mérovingienne. Les violeurs ne se  sont  attaqués  qu’aux  tombes  les  plus
profondes qu’ils savaient être les plus riches. Ces dernières devaient  être
signalées au sol : la largeur et  la  profondeur  des  excavations  semblent
être proportionnelles à la richesse des tombes.
Les sépultures sont celles d’adultes  sauf  dans  deux  cas.  L’une  d’elles
abritait le corps d’une femme et le corps d’un nouveau-né. Sur 18  individus
reconnus, 9 d’entre eux sont des hommes. Deux  modes  d’inhumation  ont  été
observés : l’un symétrique, l’autre asymétrique. Dans  le  dernier  cas,  le
corps occupait la moitié gauche de  la  tombe.  Dans  la  moitié  droite  se
trouvaient des offrandes (poulet entier ou en partie,  coquille  d’œuf  dans
ou à côté des vases, charbons de bois et cendres sont des constantes) et  le
mobilier funéraire : boucles d’oreille, collier en pâte de verre, bagues  en
bronze,  pendeloques-amulettes  dont  2   qui  contenaient  des  grains   de
céréales et du fil de chanvre,  plaques-boucles,  passe-courroie,  attaches,
boucles  de  ceinture,  aumônières,  monnaies  romaines  percées   ou   non,
scramasaxes, poignards, couteaux, fer de lance, flèches,  briquets,  peigne,
céramique, verre... (fig. 78 et 79). La nécropole date de  la  fin  du  VIe-
début du VIIe siècle : J.-J. Wolf, 1971 ;  - P.  Schmitt,  1972 ;  - Gallia,
1972, p. 388, fig. 13 ; - J.-J. Wolf, 1975-1976 ;  - Gallia,  1978,  p. 356-
357 ; - A. Heidinger, J.-J. Wolf, 1980 ; - J. Schweitzer, 1980 ;  - L.  Abel
et alii, 1985, p. 110, n° 33 ; - J.-Y. Feyeux, 1991, p. 62, fig. 6,  p. 65 ;
- M. Châtelet, 1997, II.",
CAG68_fessenheim_b7e540a7,Auf Rustenweg und Fessenheimer Bahn,Fessenheim,68,FR,TUMULUS,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(001 AH) - Au lieu-dit Auf Rustenweg und  Fessenheimer  Bahn,  en  1978,  R.
Goguey mentionne la trace d’un enclos quadrangulaire  à  large  fossé  et  2
tumulus à proximité : Prospection  aérienne  R.  Goguey.  Information  Carte
Archéologique, S.R.A. Strasbourg.",
CAG68_fessenheim_558f1835,Fischerpfad,Fessenheim,68,FR,HABITAT,,,,,PROTOHISTOIRE,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(007 AH) - Au lieu-dit Fischerpfad, au nord-est de la commune, R.  Goguey  a
découvert une série de fosses et 2  cercles  protohistoriques :  Prospection
aérienne R. Goguey. Information Carte Archéologique, S.R.A. Strasbourg.",
CAG68_fessenheim_8d95a819,Zwischen den Zwei Graswegen et (016 AH) au nord du,Fessenheim,68,FR,TUMULUS,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(011 AH) - Au lieu-dit Zwischen den Zwei Graswegen et (016 AH)  au  nord  du
lieu-dit Ziegelwaldele, J.-J. Wolf  mentionne  la  découverte  de  tumulus :
Prospection aérienne J.-J. Wolf. Information C.A.H.R.",
CAG68_fessenheim_a01946e5,Senglin,Fessenheim,68,FR,,,,,,PROTOHISTOIRE,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(009 AH) - Au nord du lieu-dit Senglin, (013 AH) au lieu-dit Rheingraben  et
(014 AH)  au  sud  du  lieu-dit  Zwischen  den  Zwei  Graswegen,  découverte
d’enclos carrés probablement protohistoriques : Prospection  aérienne  J.-J.
Wolf. Information C.A.H.R.",
CAG68_fessenheim_94b22cd4,Senglin,Fessenheim,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"(006 AH) - Au sud  du  château  d’eau  et  (008  AH)  au  lieu-dit  Senglin,
découverte  de  traces  d’origines   anthropiques   diverses :   Prospection
aérienne J.-J. Wolf. Information C.A.H.R.",
CAG68_fessenheim_0b348fb7,Rustbauchweg,Fessenheim,68,FR,HABITAT,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(010 AH) - A l’est du lieu-dit Rustbauchweg, (012 AH) au  nord  du  lieu-dit
Zwischen den Zwei Graswegen et (015 AH)  au  lieu-dit  Rustbauchweg,  a  été
découverte  une  série  de  fosses :  Prospection   aérienne   J.-J.   Wolf.
Information C.A.H.R.",
CAG68_fessenheim_157ed775,"(002 AH) - La route antique est mentionnée par Ph. de Golbéry. D’après lui, elle se : Ph. de Golbéry, 1828b, p. 12",Fessenheim,68,FR,VOIE,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(002 AH) - La route antique est mentionnée par Ph. de Golbéry. D’après  lui,
elle se  : Ph.  de  Golbéry,  1828b,  p. 123 ;  - F.  Wolff,  1903,  p. 169,
n° 41 ; - L.-G. Werner, 1940-1943, p. 46 ; - Dict. Comm., 1980, p. 430.",
CAG68_fessenheim_b13d5179,Columbafeld-Chapelle Sainte-Colombe a été découvert,Fessenheim,68,FR,NECROPOLE,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(004 AH) - Au lieu-dit Columbafeld-Chapelle Sainte-Colombe a été  découvert,
en 1984,  un  sarcophage  en  dalles  contenant  une  sépulture  exempte  de
mobilier funéraire. Un premier sarcophage avait été découvert en 1980,  sans
que  nous  connaissions  sa  localisation  précise.  La  sépulture   n’était
accompagnée d’aucun mobilier funéraire : G.  Meyer,  1980 ;  - Dict.  Comm.,
1980, p. 430 ; - Gallia, 1984, p. 266.",
